3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,4,10
2,32,10
3,238,10
4,108,10
5,28,10
6,105,10
7,32,10
9,248,10
0,110,16
1,286,16
2,88,16
4,108,16
5,21,16
6,24,16
7,44,16
8,40,16
9,76,16
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,287,17
1,62,17
3,132,17
5,17,17
6,1,17
7,96,17
8,111,17
9,92,17
0,12,9
1,61,9
2,120,9
3,3,9
4,108,9
5,175,9
6,46,9
7,207,9
8,1,9
9,63,9
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,149,1
1,8,1
2,15,1
3,8,1
4,8,1
5,124,1
6,57,1
7,15,1
8,83,1
9,328,1
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,80,15
2,55,15
3,211,15
4,17,15
5,99,15
6,4,15
7,11,15
8,113,15
9,207,15
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,8,3
1,12,3
2,78,3
3,175,3
4,56,3
5,142,3
6,36,3
7,44,3
8,177,3
9,67,3
0,8,6
1,25,6
2,18,6
3,2,6
4,74,6
5,77,6
6,2,6
7,28,6
8,457,6
9,104,6
0,12,4
1,5,4
2,12,4
3,46,4
4,185,4
5,15,4
7,207,4
8,12,4
9,301,4
0,495,0
1,15,0
2,55,0
3,70,0
4,20,0
5,12,0
6,108,0
9,21,0
0,4,2
1,292,2
2,301,2
3,54,2
4,8,2
5,138,2
0,84,19
1,145,19
2,123,19
3,148,19
4,36,19
5,24,19
6,98,19
7,4,19
8,126,19
9,8,19
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,114,8
1,140,8
2,48,8
3,35,8
4,2,8
5,20,8
6,13,8
7,281,8
8,11,8
9,132,8
0,5,18
1,343,18
2,119,18
3,43,18
4,20,18
6,20,18
7,16,18
8,222,18
9,8,18
1,37,14
3,453,14
4,20,14
5,10,14
6,46,14
7,29,14
8,86,14
9,114,14
0,164,11
1,66,11
2,33,11
3,381,11
4,24,11
5,3,11
6,52,11
7,48,11
8,21,11
9,3,11
0,48,13
1,50,13
2,91,13
3,152,13
5,223,13
7,36,13
8,123,13
9,72,13
0,93,12
1,128,12
2,3,12
3,30,12
4,222,12
5,23,12
7,258,12
8,2,12
9,36,12
0,401,7
2,8,7
3,64,7
4,228,7
5,10,7
6,58,7
7,3,7
8,24,7
0,62,5
1,13,5
2,42,5
3,142,5
4,48,5
5,16,5
6,26,5
8,309,5
9,138,5
0,149,1
1,8,1
2,15,1
3,8,1
